Year,Country / territory of asylum/residence,Origin,Population type,Value
2014,Mexico,Syrian Arab Rep.,Refugees (incl. refugee-like situations),13
2014,The former Yugoslav Republic of Macedonia,Syrian Arab Rep.,Asylum-seekers,654
2014,The former Yugoslav Republic of Macedonia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),11
2014,Mali,Syrian Arab Rep.,Asylum-seekers,1
2014,Mali,Syrian Arab Rep.,Refugees (incl. refugee-like situations),16
2014,Malta,Syrian Arab Rep.,Asylum-seekers,34
2014,Malta,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1047
2014,Montenegro,Syrian Arab Rep.,Asylum-seekers,36
2014,Mongolia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),4
2014,Mauritania,Syrian Arab Rep.,Asylum-seekers,54
2014,Mauritania,Syrian Arab Rep.,Refugees (incl. refugee-like situations),41
2014,Malaysia,Syrian Arab Rep.,Asylum-seekers,530
2014,Malaysia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),447
2014,Niger,Syrian Arab Rep.,Asylum-seekers,1
2014,Niger,Syrian Arab Rep.,Refugees (incl. refugee-like situations),6
2014,Nigeria,Syrian Arab Rep.,Asylum-seekers,17
2014,Nigeria,Syrian Arab Rep.,Refugees (incl. refugee-like situations),11
2014,Netherlands,Syrian Arab Rep.,Asylum-seekers,2323
2014,Netherlands,Syrian Arab Rep.,Refugees (incl. refugee-like situations),8692
2014,Norway,Syrian Arab Rep.,Asylum-seekers,828
2014,Norway,Syrian Arab Rep.,Refugees (incl. refugee-like situations),2568
2014,Nauru,Syrian Arab Rep.,Asylum-seekers,5
2014,New Zealand,Syrian Arab Rep.,Asylum-seekers,6
2014,New Zealand,Syrian Arab Rep.,Refugees (incl. refugee-like situations),48
2014,Oman,Syrian Arab Rep.,Asylum-seekers,6
2014,Oman,Syrian Arab Rep.,Refugees (incl. refugee-like situations),7
2014,Pakistan,Syrian Arab Rep.,Asylum-seekers,1
2014,Pakistan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),16
2014,Peru,Syrian Arab Rep.,Asylum-seekers,2
2014,Peru,Syrian Arab Rep.,Refugees (incl. refugee-like situations),20
2014,Philippines,Syrian Arab Rep.,Asylum-seekers,35
2014,Philippines,Syrian Arab Rep.,Refugees (incl. refugee-like situations),19
2014,Papua New Guinea,Syrian Arab Rep.,Asylum-seekers,1
2014,Papua New Guinea,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2014,Poland,Syrian Arab Rep.,Asylum-seekers,34
2014,Poland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),240
2014,Portugal,Syrian Arab Rep.,Asylum-seekers,15
2014,Portugal,Syrian Arab Rep.,Refugees (incl. refugee-like situations),15
2014,Paraguay,Syrian Arab Rep.,Asylum-seekers,9
2014,Paraguay,Syrian Arab Rep.,Refugees (incl. refugee-like situations),7
2014,Qatar,Syrian Arab Rep.,Refugees (incl. refugee-like situations),14
2014,Romania,Syrian Arab Rep.,Asylum-seekers,114
2014,Romania,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1278
2014,Russian Federation,Syrian Arab Rep.,Asylum-seekers,413
2014,Russian Federation,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1927
2014,Saudi Arabia,Syrian Arab Rep.,Asylum-seekers,12
2014,Saudi Arabia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),18
2014,Sudan,Syrian Arab Rep.,Asylum-seekers,238
2014,Sudan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),797
2014,Senegal,Syrian Arab Rep.,Asylum-seekers,21
2014,Somalia,Syrian Arab Rep.,Asylum-seekers,63
2014,Serbia and Kosovo (S/RES/1244 (1999)),Syrian Arab Rep.,Asylum-seekers,1
2014,Serbia and Kosovo (S/RES/1244 (1999)),Syrian Arab Rep.,Asylum-seekers,237
2014,Serbia and Kosovo (S/RES/1244 (1999)),Syrian Arab Rep.,Refugees (incl. refugee-like situations),5
2014,Serbia and Kosovo (S/RES/1244 (1999)),Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2014,South Sudan,Syrian Arab Rep.,Asylum-seekers,1
2014,Slovakia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),40
2014,Slovenia,Syrian Arab Rep.,Asylum-seekers,8
2014,Slovenia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),20
2014,Sweden,Syrian Arab Rep.,Asylum-seekers,19011
2014,Sweden,Syrian Arab Rep.,Refugees (incl. refugee-like situations),34285
2014,Syrian Arab Rep.,Syrian Arab Rep.,Internally displaced persons,7632500
2014,Chad,Syrian Arab Rep.,Asylum-seekers,4
2014,Chad,Syrian Arab Rep.,Refugees (incl. refugee-like situations),15
2014,Togo,Syrian Arab Rep.,Asylum-seekers,6
2014,Thailand,Syrian Arab Rep.,Asylum-seekers,168
2014,Thailand,Syrian Arab Rep.,Refugees (incl. refugee-like situations),82
2014,Trinidad and Tobago,Syrian Arab Rep.,Asylum-seekers,12
2014,Trinidad and Tobago,Syrian Arab Rep.,Refugees (incl. refugee-like situations),8
2014,Tunisia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),558
2014,Turkey,Syrian Arab Rep.,Asylum-seekers,250
2014,Turkey,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1557899
2014,Uganda,Syrian Arab Rep.,Asylum-seekers,13
2014,Uganda,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2014,Ukraine,Syrian Arab Rep.,Asylum-seekers,594
2014,Ukraine,Syrian Arab Rep.,Refugees (incl. refugee-like situations),341
2014,Uruguay,Syrian Arab Rep.,Asylum-seekers,11
2014,Uruguay,Syrian Arab Rep.,Refugees (incl. refugee-like situations),48
2014,United States of America,Syrian Arab Rep.,Asylum-seekers,2302
2014,United States of America,Syrian Arab Rep.,Refugees (incl. refugee-like situations),4750
2014,Venezuela (Bolivarian Republic of),Syrian Arab Rep.,Asylum-seekers,1
2014,Yemen,Syrian Arab Rep.,Asylum-seekers,1039
2014,Yemen,Syrian Arab Rep.,Refugees (incl. refugee-like situations),2276
2014,South Africa,Syrian Arab Rep.,Asylum-seekers,37
2014,South Africa,Syrian Arab Rep.,Refugees (incl. refugee-like situations),28
2014,Zambia,Syrian Arab Rep.,Asylum-seekers,9
2014,Zambia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),2
2015,Anguilla,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2015,Albania,Syrian Arab Rep.,Refugees (incl. refugee-like situations),3
2015,United Arab Emirates,Syrian Arab Rep.,Asylum-seekers,109
2015,United Arab Emirates,Syrian Arab Rep.,Refugees (incl. refugee-like situations),36
2015,Argentina,Syrian Arab Rep.,Asylum-seekers,98
2015,Argentina,Syrian Arab Rep.,Refugees (incl. refugee-like situations),276
2015,Armenia,Syrian Arab Rep.,Asylum-seekers,12
2015,Armenia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),16611
2015,Antigua and Barbuda,Syrian Arab Rep.,Refugees (incl. refugee-like situations),15
2015,Australia,Syrian Arab Rep.,Asylum-seekers,133
2015,Australia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),301
2015,Austria,Syrian Arab Rep.,Asylum-seekers,18669
2015,Austria,Syrian Arab Rep.,Refugees (incl. refugee-like situations),14894
2015,Azerbaijan,Syrian Arab Rep.,Asylum-seekers,8
2015,Azerbaijan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),8
2015,Belgium,Syrian Arab Rep.,Asylum-seekers,3870
2015,Belgium,Syrian Arab Rep.,Refugees (incl. refugee-like situations),4239
2015,Bulgaria,Syrian Arab Rep.,Asylum-seekers,1683
2015,Bulgaria,Syrian Arab Rep.,Refugees (incl. refugee-like situations),13819
2015,Bosnia and Herzegovina,Syrian Arab Rep.,Asylum-seekers,3
2015,Bosnia and Herzegovina,Syrian Arab Rep.,Refugees (incl. refugee-like situations),14
2015,Belarus,Syrian Arab Rep.,Asylum-seekers,7
2015,Belarus,Syrian Arab Rep.,Refugees (incl. refugee-like situations),138
2015,Bolivia (Plurinational State of),Syrian Arab Rep.,Refugees (incl. refugee-like situations),7
2015,Brazil,Syrian Arab Rep.,Asylum-seekers,1154
2015,Brazil,Syrian Arab Rep.,Refugees (incl. refugee-like situations),2271
2015,Central African Rep.,Syrian Arab Rep.,Asylum-seekers,8
2015,Canada,Syrian Arab Rep.,Asylum-seekers,235
2015,Canada,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1513
2015,Switzerland,Syrian Arab Rep.,Asylum-seekers,4462
2015,Switzerland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),8695
2015,Chile,Syrian Arab Rep.,Asylum-seekers,11
2015,Chile,Syrian Arab Rep.,Refugees (incl. refugee-like situations),13
2015,China,Syrian Arab Rep.,Asylum-seekers,24
2015,China,Syrian Arab Rep.,Refugees (incl. refugee-like situations),14
2015,Côte d'Ivoire,Syrian Arab Rep.,Asylum-seekers,8
2015,Côte d'Ivoire,Syrian Arab Rep.,Refugees (incl. refugee-like situations),20
2015,Cameroon,Syrian Arab Rep.,Asylum-seekers,8
2015,Cameroon,Syrian Arab Rep.,Refugees (incl. refugee-like situations),15
2015,Dem. Rep. of the Congo,Syrian Arab Rep.,Refugees (incl. refugee-like situations),7
2015,Congo,Syrian Arab Rep.,Asylum-seekers,4
2015,Congo,Syrian Arab Rep.,Refugees (incl. refugee-like situations),4
2015,Colombia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),7
2015,Costa Rica,Syrian Arab Rep.,Asylum-seekers,2
2015,Costa Rica,Syrian Arab Rep.,Refugees (incl. refugee-like situations),8
2015,Cuba,Syrian Arab Rep.,Refugees (incl. refugee-like situations),41
2015,Curaçao,Syrian Arab Rep.,Asylum-seekers,3
2015,Curaçao,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2015,Cayman Islands,Syrian Arab Rep.,Refugees (incl. refugee-like situations),2
2015,Cyprus,Syrian Arab Rep.,Asylum-seekers,692
2015,Cyprus,Syrian Arab Rep.,Others of concern,6000
2015,Cyprus,Syrian Arab Rep.,Refugees (incl. refugee-like situations),3110
2015,Czech Rep.,Syrian Arab Rep.,Asylum-seekers,42
2015,Czech Rep.,Syrian Arab Rep.,Refugees (incl. refugee-like situations),365
2015,Germany,Syrian Arab Rep.,Asylum-seekers,81582
2015,Germany,Syrian Arab Rep.,Refugees (incl. refugee-like situations),115604
2015,Djibouti,Syrian Arab Rep.,Refugees (incl. refugee-like situations),3
2015,Denmark,Syrian Arab Rep.,Asylum-seekers,825
2015,Denmark,Syrian Arab Rep.,Refugees (incl. refugee-like situations),12988
2015,Dominican Rep.,Syrian Arab Rep.,Asylum-seekers,1
2015,Dominican Rep.,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2015,Algeria,Syrian Arab Rep.,Asylum-seekers,6211
2015,Ecuador,Syrian Arab Rep.,Refugees (incl. refugee-like situations),17
2015,Egypt,Syrian Arab Rep.,Refugees (incl. refugee-like situations),117635
2015,Spain,Syrian Arab Rep.,Asylum-seekers,3280
2015,Spain,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1992
2015,Estonia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),6
2015,Ethiopia,Syrian Arab Rep.,Asylum-seekers,15
2015,Ethiopia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),9
2015,Finland,Syrian Arab Rep.,Asylum-seekers,705
2015,Finland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),565
2015,France,Syrian Arab Rep.,Asylum-seekers,2711
2015,France,Syrian Arab Rep.,Refugees (incl. refugee-like situations),5179
2015,Gabon,Syrian Arab Rep.,Asylum-seekers,1
2015,Gabon,Syrian Arab Rep.,Refugees (incl. refugee-like situations),2
2015,United Kingdom,Syrian Arab Rep.,Asylum-seekers,1648
2015,United Kingdom,Syrian Arab Rep.,Refugees (incl. refugee-like situations),6496
2015,Georgia,Syrian Arab Rep.,Asylum-seekers,9
2015,Georgia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),475
2015,Ghana,Syrian Arab Rep.,Asylum-seekers,49
2015,Ghana,Syrian Arab Rep.,Refugees (incl. refugee-like situations),47
2015,Greece,Syrian Arab Rep.,Asylum-seekers,448
2015,Greece,Syrian Arab Rep.,Refugees (incl. refugee-like situations),9101
2015,Grenada,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2015,"China, Hong Kong SAR",Syrian Arab Rep.,Asylum-seekers,2
2015,Croatia,Syrian Arab Rep.,Asylum-seekers,4
2015,Croatia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),23
2015,Haiti,Syrian Arab Rep.,Asylum-seekers,1
2015,Hungary,Syrian Arab Rep.,Asylum-seekers,18607
2015,Hungary,Syrian Arab Rep.,Refugees (incl. refugee-like situations),476
2015,Indonesia,Syrian Arab Rep.,Asylum-seekers,32
2015,Indonesia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),61
2015,India,Syrian Arab Rep.,Asylum-seekers,20
2015,India,Syrian Arab Rep.,Refugees (incl. refugee-like situations),41
2015,Ireland,Syrian Arab Rep.,Asylum-seekers,51
2015,Ireland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),109
2015,Iraq,Syrian Arab Rep.,Refugees (incl. refugee-like situations),244642
2015,Iceland,Syrian Arab Rep.,Asylum-seekers,2
2015,Iceland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),37
2015,Israel,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2015,Italy,Syrian Arab Rep.,Asylum-seekers,246
2015,Italy,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1460
2015,Jamaica,Syrian Arab Rep.,Asylum-seekers,1
2015,Jamaica,Syrian Arab Rep.,Refugees (incl. refugee-like situations),3
2015,Jordan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),628223
2015,Japan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),59
2015,Kazakhstan,Syrian Arab Rep.,Asylum-seekers,16
2015,Kazakhstan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),23
2015,Kenya,Syrian Arab Rep.,Asylum-seekers,8
2015,Kenya,Syrian Arab Rep.,Refugees (incl. refugee-like situations),9
2015,Kyrgyzstan,Syrian Arab Rep.,Asylum-seekers,12
2015,Kyrgyzstan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),55
2015,Cambodia,Syrian Arab Rep.,Asylum-seekers,1
2015,Rep. of Korea,Syrian Arab Rep.,Asylum-seekers,320
2015,Rep. of Korea,Syrian Arab Rep.,Refugees (incl. refugee-like situations),646
2015,Kuwait,Syrian Arab Rep.,Asylum-seekers,6
2015,Kuwait,Syrian Arab Rep.,Refugees (incl. refugee-like situations),14
2015,Lebanon,Syrian Arab Rep.,Asylum-seekers,15
2015,Lebanon,Syrian Arab Rep.,Others of concern,2242
2015,Lebanon,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1062690
2015,Liberia,Syrian Arab Rep.,Asylum-seekers,3
2015,Liberia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),6
2015,Libya,Syrian Arab Rep.,Asylum-seekers,18591
2015,Libya,Syrian Arab Rep.,Refugees (incl. refugee-like situations),97
2015,Saint Lucia,Syrian Arab Rep.,Asylum-seekers,1
2015,Liechtenstein,Syrian Arab Rep.,Asylum-seekers,1
2015,Liechtenstein,Syrian Arab Rep.,Refugees (incl. refugee-like situations),23
2015,Sri Lanka,Syrian Arab Rep.,Asylum-seekers,11
2015,Sri Lanka,Syrian Arab Rep.,Refugees (incl. refugee-like situations),4
2015,Lithuania,Syrian Arab Rep.,Asylum-seekers,5
2015,Lithuania,Syrian Arab Rep.,Refugees (incl. refugee-like situations),23
2015,Luxembourg,Syrian Arab Rep.,Asylum-seekers,591
2015,Luxembourg,Syrian Arab Rep.,Refugees (incl. refugee-like situations),177
2015,Latvia,Syrian Arab Rep.,Asylum-seekers,3
2015,Latvia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),65
2015,"China, Macao SAR",Syrian Arab Rep.,Asylum-seekers,1
2015,Morocco,Syrian Arab Rep.,Refugees (incl. refugee-like situations),2619
2015,Rep. of Moldova,Syrian Arab Rep.,Asylum-seekers,8
2015,Rep. of Moldova,Syrian Arab Rep.,Refugees (incl. refugee-like situations),206
2015,Mexico,Syrian Arab Rep.,Refugees (incl. refugee-like situations),18
2015,The former Yugoslav Republic of Macedonia,Syrian Arab Rep.,Asylum-seekers,3
2015,The former Yugoslav Republic of Macedonia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),13
2015,Mali,Syrian Arab Rep.,Asylum-seekers,9
2015,Mali,Syrian Arab Rep.,Refugees (incl. refugee-like situations),82
2015,Malta,Syrian Arab Rep.,Asylum-seekers,160
2015,Malta,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1328
2015,Montenegro,Syrian Arab Rep.,Refugees (incl. refugee-like situations),2
2015,Mauritania,Syrian Arab Rep.,Asylum-seekers,107
2015,Mauritania,Syrian Arab Rep.,Refugees (incl. refugee-like situations),215
2015,Malaysia,Syrian Arab Rep.,Asylum-seekers,829
2015,Malaysia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),473
2015,Niger,Syrian Arab Rep.,Asylum-seekers,1
2015,Niger,Syrian Arab Rep.,Refugees (incl. refugee-like situations),6
2015,Nigeria,Syrian Arab Rep.,Asylum-seekers,41
2015,Nigeria,Syrian Arab Rep.,Refugees (incl. refugee-like situations),32
2015,Netherlands,Syrian Arab Rep.,Asylum-seekers,12718
2015,Netherlands,Syrian Arab Rep.,Refugees (incl. refugee-like situations),16184
2015,Norway,Syrian Arab Rep.,Asylum-seekers,9128
2015,Norway,Syrian Arab Rep.,Refugees (incl. refugee-like situations),4121
2015,Nauru,Syrian Arab Rep.,Asylum-seekers,4
2015,Nauru,Syrian Arab Rep.,Refugees (incl. refugee-like situations),2
2015,New Zealand,Syrian Arab Rep.,Asylum-seekers,3
2015,New Zealand,Syrian Arab Rep.,Refugees (incl. refugee-like situations),52
2015,Oman,Syrian Arab Rep.,Asylum-seekers,5
2015,Oman,Syrian Arab Rep.,Refugees (incl. refugee-like situations),7
2015,Pakistan,Syrian Arab Rep.,Asylum-seekers,9
2015,Pakistan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),16
2015,Peru,Syrian Arab Rep.,Asylum-seekers,2
2015,Peru,Syrian Arab Rep.,Refugees (incl. refugee-like situations),29
2015,Philippines,Syrian Arab Rep.,Asylum-seekers,40
2015,Philippines,Syrian Arab Rep.,Refugees (incl. refugee-like situations),36
2015,Papua New Guinea,Syrian Arab Rep.,Asylum-seekers,1
2015,Papua New Guinea,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2015,Poland,Syrian Arab Rep.,Asylum-seekers,36
2015,Poland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),445
2015,Portugal,Syrian Arab Rep.,Asylum-seekers,28
2015,Portugal,Syrian Arab Rep.,Refugees (incl. refugee-like situations),17
2015,Paraguay,Syrian Arab Rep.,Asylum-seekers,27
2015,Paraguay,Syrian Arab Rep.,Refugees (incl. refugee-like situations),30
2015,Qatar,Syrian Arab Rep.,Refugees (incl. refugee-like situations),14
2015,Romania,Syrian Arab Rep.,Asylum-seekers,96
2015,Romania,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1591
2015,Russian Federation,Syrian Arab Rep.,Asylum-seekers,393
2015,Russian Federation,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1304
2015,Saudi Arabia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),9
2015,Sudan,Syrian Arab Rep.,Asylum-seekers,527
2015,Sudan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),2692
2015,Senegal,Syrian Arab Rep.,Asylum-seekers,21
2015,El Salvador,Syrian Arab Rep.,Refugees (incl. refugee-like situations),5
2015,Somalia,Syrian Arab Rep.,Asylum-seekers,101
2015,Somalia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),24
2015,Serbia and Kosovo (S/RES/1244 (1999)),Syrian Arab Rep.,Refugees (incl. refugee-like situations),11
2015,South Sudan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),2
2015,Slovakia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),47
2015,Slovenia,Syrian Arab Rep.,Asylum-seekers,9
2015,Slovenia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),30
2015,Sweden,Syrian Arab Rep.,Asylum-seekers,49286
2015,Sweden,Syrian Arab Rep.,Refugees (incl. refugee-like situations),52707
2015,Sint Maarten (Dutch part),Syrian Arab Rep.,Asylum-seekers,3
2015,Syrian Arab Rep.,Syrian Arab Rep.,Internally displaced persons,6563462
2015,Chad,Syrian Arab Rep.,Asylum-seekers,22
2015,Chad,Syrian Arab Rep.,Refugees (incl. refugee-like situations),6
2015,Togo,Syrian Arab Rep.,Asylum-seekers,6
2015,Togo,Syrian Arab Rep.,Refugees (incl. refugee-like situations),4
2015,Thailand,Syrian Arab Rep.,Asylum-seekers,245
2015,Thailand,Syrian Arab Rep.,Refugees (incl. refugee-like situations),95
2015,Trinidad and Tobago,Syrian Arab Rep.,Asylum-seekers,25
2015,Trinidad and Tobago,Syrian Arab Rep.,Refugees (incl. refugee-like situations),22
2015,Tunisia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),499
2015,Turkey,Syrian Arab Rep.,Asylum-seekers,297
2015,Turkey,Syrian Arab Rep.,Refugees (incl. refugee-like situations),2503549
2015,Uganda,Syrian Arab Rep.,Asylum-seekers,11
2015,Uganda,Syrian Arab Rep.,Refugees (incl. refugee-like situations),6
2015,Ukraine,Syrian Arab Rep.,Asylum-seekers,566
2015,Ukraine,Syrian Arab Rep.,Refugees (incl. refugee-like situations),399
2015,Uruguay,Syrian Arab Rep.,Asylum-seekers,9
2015,Uruguay,Syrian Arab Rep.,Refugees (incl. refugee-like situations),58
2015,United States of America,Syrian Arab Rep.,Asylum-seekers,3118
2015,United States of America,Syrian Arab Rep.,Refugees (incl. refugee-like situations),5651
2015,Venezuela (Bolivarian Republic of),Syrian Arab Rep.,Asylum-seekers,2
2015,Yemen,Syrian Arab Rep.,Asylum-seekers,615
2015,Yemen,Syrian Arab Rep.,Refugees (incl. refugee-like situations),3011
2015,South Africa,Syrian Arab Rep.,Asylum-seekers,57
2015,South Africa,Syrian Arab Rep.,Refugees (incl. refugee-like situations),31
2015,Zambia,Syrian Arab Rep.,Asylum-seekers,8
2015,Zambia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),6
2015,Zimbabwe,Syrian Arab Rep.,Others of concern,5
2016,Anguilla,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2016,Albania,Syrian Arab Rep.,Refugees (incl. refugee-like situations),3
2016,United Arab Emirates,Syrian Arab Rep.,Asylum-seekers,165
2016,United Arab Emirates,Syrian Arab Rep.,Refugees (incl. refugee-like situations),119
2016,Argentina,Syrian Arab Rep.,Asylum-seekers,53
2016,Argentina,Syrian Arab Rep.,Others of concern,181
2016,Argentina,Syrian Arab Rep.,Refugees (incl. refugee-like situations),357
2016,Armenia,Syrian Arab Rep.,Asylum-seekers,20
2016,Armenia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),14626
2016,Antigua and Barbuda,Syrian Arab Rep.,Refugees (incl. refugee-like situations),4
2016,Australia,Syrian Arab Rep.,Asylum-seekers,136
2016,Australia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),378
2016,Austria,Syrian Arab Rep.,Asylum-seekers,9812
2016,Austria,Syrian Arab Rep.,Refugees (incl. refugee-like situations),30958
2016,Azerbaijan,Syrian Arab Rep.,Asylum-seekers,8
2016,Azerbaijan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),15
2016,Belgium,Syrian Arab Rep.,Asylum-seekers,1798
2016,Belgium,Syrian Arab Rep.,Refugees (incl. refugee-like situations),9080
2016,Benin,Syrian Arab Rep.,Asylum-seekers,3
2016,Bulgaria,Syrian Arab Rep.,Asylum-seekers,1961
2016,Bulgaria,Syrian Arab Rep.,Refugees (incl. refugee-like situations),15027
2016,Bosnia and Herzegovina,Syrian Arab Rep.,Asylum-seekers,12
2016,Bosnia and Herzegovina,Syrian Arab Rep.,Refugees (incl. refugee-like situations),15
2016,Belarus,Syrian Arab Rep.,Asylum-seekers,9
2016,Belarus,Syrian Arab Rep.,Refugees (incl. refugee-like situations),77
2016,Bolivia (Plurinational State of),Syrian Arab Rep.,Refugees (incl. refugee-like situations),13
2016,Brazil,Syrian Arab Rep.,Asylum-seekers,1209
2016,Brazil,Syrian Arab Rep.,Refugees (incl. refugee-like situations),2591
2016,Canada,Syrian Arab Rep.,Asylum-seekers,380
2016,Canada,Syrian Arab Rep.,Refugees (incl. refugee-like situations),2757
2016,Switzerland,Syrian Arab Rep.,Asylum-seekers,3858
2016,Switzerland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),11159
2016,Chile,Syrian Arab Rep.,Asylum-seekers,15
2016,Chile,Syrian Arab Rep.,Refugees (incl. refugee-like situations),18
2016,China,Syrian Arab Rep.,Asylum-seekers,35
2016,China,Syrian Arab Rep.,Refugees (incl. refugee-like situations),20
2016,Côte d'Ivoire,Syrian Arab Rep.,Asylum-seekers,14
2016,Côte d'Ivoire,Syrian Arab Rep.,Refugees (incl. refugee-like situations),4
2016,Cameroon,Syrian Arab Rep.,Asylum-seekers,1
2016,Cameroon,Syrian Arab Rep.,Refugees (incl. refugee-like situations),23
2016,Dem. Rep. of the Congo,Syrian Arab Rep.,Asylum-seekers,22
2016,Dem. Rep. of the Congo,Syrian Arab Rep.,Refugees (incl. refugee-like situations),11
2016,Congo,Syrian Arab Rep.,Asylum-seekers,5
2016,Congo,Syrian Arab Rep.,Refugees (incl. refugee-like situations),4
2016,Colombia,Syrian Arab Rep.,Asylum-seekers,4
2016,Colombia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),8
2016,Costa Rica,Syrian Arab Rep.,Asylum-seekers,6
2016,Costa Rica,Syrian Arab Rep.,Refugees (incl. refugee-like situations),8
2016,Cuba,Syrian Arab Rep.,Asylum-seekers,3
2016,Cuba,Syrian Arab Rep.,Refugees (incl. refugee-like situations),39
2016,Curaçao,Syrian Arab Rep.,Refugees (incl. refugee-like situations),2
2016,Cayman Islands,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2016,Cyprus,Syrian Arab Rep.,Asylum-seekers,824
2016,Cyprus,Syrian Arab Rep.,Others of concern,6000
2016,Cyprus,Syrian Arab Rep.,Refugees (incl. refugee-like situations),4263
2016,Czech Rep.,Syrian Arab Rep.,Asylum-seekers,17
2016,Czech Rep.,Syrian Arab Rep.,Refugees (incl. refugee-like situations),365
2016,Germany,Syrian Arab Rep.,Asylum-seekers,100527
2016,Germany,Syrian Arab Rep.,Refugees (incl. refugee-like situations),375122
2016,Djibouti,Syrian Arab Rep.,Asylum-seekers,1
2016,Djibouti,Syrian Arab Rep.,Refugees (incl. refugee-like situations),13
2016,Denmark,Syrian Arab Rep.,Asylum-seekers,409
2016,Denmark,Syrian Arab Rep.,Refugees (incl. refugee-like situations),18215
2016,Dominican Rep.,Syrian Arab Rep.,Asylum-seekers,5
2016,Dominican Rep.,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2016,Algeria,Syrian Arab Rep.,Asylum-seekers,5329
2016,Egypt,Syrian Arab Rep.,Refugees (incl. refugee-like situations),116013
2016,Spain,Syrian Arab Rep.,Asylum-seekers,1600
2016,Spain,Syrian Arab Rep.,Refugees (incl. refugee-like situations),8205
2016,Estonia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),76
2016,Ethiopia,Syrian Arab Rep.,Asylum-seekers,48
2016,Ethiopia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),9
